,word,true,pred
3648,wetteleke,O,O
3649,ma,O,O
3650,en,O,O
3651,voeght,O,O
3652,hebben,O,O
3653,hemlieden,O,O
3654,van,O,O
3655,de,O,O
3656,vorseide,O,O
3657,huus,O,O
3658,en,O,O
3659,erue,O,O
3660,wetteleke,O,O
3661,onthuut,O,O
3662,en,O,O
3663,ontheruet,O,O
3664,en,O,O
3665,doe,O,O
3666,was,O,O
3667,der,O,O
3668,gillis,B-PERS,B-PERS
3669,mondekin,I-PERS,I-PERS
3670,alse,O,O
3671,caeppellaen,O,O
3672,mier,O,O
3673,vrouwen,O,O
3674,der,O,O
3675,priheusen,O,O
3676,ende,O,O
3677,haren,O,O
3678,zusteren,O,O
3679,jnt,O,O
3680,vorseide,O,O
3681,huus,O,O
3682,en,O,O
3683,erue,O,O
3684,wetteleke,O,O
3685,met,O,O
3686,voeghde,O,O
3687,gheheruet,O,O
3688,te,O,O
3689,vorseiden,O,O
3690,hospittale,O,O
3691,bouf,O,O
3692,ende,O,O
3693,gillis,B-PERS,B-PERS
3694,ende,O,O
3695,jonfr,O,O
3696,kateline,B-PERS,B-PERS
3697,vor,O,O
3698,hebben,O,O
3699,belooft,O,O
3700,den,O,O
3701,vorseiden,O,O
3702,der,O,O
3703,gillis,B-PERS,B-PERS
3704,mondekine,I-PERS,I-PERS
3705,in,O,O
3706,den,O,O
3707,name,O,O
3708,van,O,O
3709,den,O,O
3710,ospittale,O,O
3711,vor,O,O
3712,van,O,O
3713,den,O,O
3714,vorseiden,O,O
3715,huus,O,O
3716,en,O,O
3717,erue,O,O
3718,te,O,O
3719,doenne,O,O
3720,waerscheep,O,O
3721,jaer,O,O
3722,en,O,O
3723,dach,O,O
3724,naer,O,O
3725,costume,O,O
3726,en,O,O
3727,vsaedze,O,O
3728,van,O,O
3729,der,O,O
3730,vryheden,O,O
3731,van,O,O
3732,audende,B-LOC,B-LOC
3733,jn,O,O
3734,kennesse,O,O
3735,ene,O,O
3736,oerconschepe,O,O
3737,der,O,O
3738,waerheden,O,O
3739,so,O,O
3740,hebben,O,O
3741,wij,O,O
3742,jan,B-PERS,B-PERS
3743,devisschere,I-PERS,I-PERS
3744,meester,O,O
3745,jan,B-PERS,B-PERS
3746,van,I-PERS,I-PERS
3747,der,I-PERS,I-PERS
3748,meere,I-PERS,I-PERS
3749,ende,O,O
3750,daneel,B-PERS,B-PERS
3751,van,I-PERS,I-PERS
3752,clessenaere,I-PERS,I-PERS
3753,alse,O,O
3754,schepene,O,O
3755,in,O,O
3756,audende,B-LOC,B-LOC
3757,dese,O,O
3758,presente,O,O
3759,cyrogphie,O,O
3760,ghezeghelt,O,O
3761,elc,O,O
3762,onser,O,O
3763,met,O,O
3764,sinen,O,O
3765,zeghele,O,O
3766,vte,O,O
3767,hanghende,O,O
3768,dit,O,O
3769,was,O,O
3770,ghedaen,O,O
3771,op,O,O
3772,den,O,O
3773,xxiiijsten,B-DATE,O
3774,dach,I-DATE,O
3775,in,I-DATE,O
3776,ougstmaet,I-DATE,O
3777,jnt,O,O
3778,jaer,O,O
3779,ons,O,O
3780,heen,O,O
3781,als,O,O
3782,men,O,O
3783,screef,O,O
3784,mccc,B-DATE,B-DATE
3785,iiijxx,I-DATE,I-DATE
3786,ende,I-DATE,I-DATE
3787,tienne,I-DATE,I-DATE
3788,kenlijc,O,O
3789,zij,O,O
3790,allen,O,O
3791,lieden,O,O
3792,dat,O,O
3793,lodewijc,B-PERS,B-PERS
3794,van,I-PERS,I-PERS
3795,den,I-PERS,I-PERS
3796,hecke,I-PERS,I-PERS
3797,heeft,O,O
3798,ghegheuen,O,O
3799,en,O,O
3800,gheeft,O,O
3801,joncfr,O,O
3802,grielen,B-PERS,B-PERS
3803,jan,B-PERS,B-PERS
3804,smeden,I-PERS,I-PERS
3805,dochte,O,O
3806,sier,O,O
3807,nichten,O,O
3808,boudins,B-PERS,O
3809,wijf,O,O
3810,van,B-PERS,O
3811,wijchuus,I-PERS,O
3812,zes,B-MONEY,B-MONEY
3813,lb,I-MONEY,I-MONEY
3814,paris,I-MONEY,I-MONEY
3815,siaers,O,O
3816,erfeliker,O,O
3817,renten,O,O
3818,te,O,O
3819,betaelne,O,O
3820,ten,O,O
3821,tween,O,O
3822,paymenten,O,O
3823,siaers,O,O
3824,en,O,O
3825,met,O,O
3826,alzulker,O,O
3827,muten,O,O
3828,als,O,O
3829,men,O,O
3830,ghemeenlijc,O,O
3831,binnen,O,O
3832,der,O,O
3833,stede,O,O
3834,van,O,O
3835,audenarde,B-LOC,B-LOC
3836,erfelike,O,O
3837,rente,O,O
3838,betalen,O,O
3839,sal,O,O
3840,ten,O,O
3841,daghe,O,O
3842,van,O,O
3843,paymente,O,O
3844,waer,O,O
3845,af,O,O
3846,deen,O,O
3847,helt,O,O
3848,ende,O,O
3849,deerste,O,O
3850,payment,O,O
3851,vallen,O,O
3852,sal,O,O
3853,te,O,O
3854,gheldene,O,O
3855,te,O,O
3856,kerssauonde,B-DATE,B-DATE
3857,jnt,I-DATE,O
3858,jaer,I-DATE,O
3859,xiijc,I-DATE,O
3860,xcviij,I-DATE,O
3861,ende,O,O
3862,dander,O,O
3863,helt,O,O
3864,dander,O,O
3865,payment,O,O
3866,te,O,O
3867,sente,B-DATE,B-DATE
3868,jansmesse,I-DATE,I-DATE
3869,in,O,O
3870,midden,B-DATE,B-DATE
3871,some,I-DATE,I-DATE
3872,daer,O,O
3873,naest,O,O
3874,volghende,O,O
3875,ende,O,O
3876,alsoe,O,O
3877,voort,O,O
3878,te,O,O
3879,gheldene,O,O
3880,van,O,O
3881,jare,O,O
3882,te,O,O
3883,jare,O,O
3884,ten,O,O
3885,tween,O,O
3886,paymente,O,O
3887,ghelijc,O,O
3888,vors,O,O
3889,es,O,O
3890,eewelijc,O,O
3891,en,O,O
3892,erfelijc,O,O
3893,duerende,O,O
3894,altoes,O,O
3895,ombegrepen,O,O
3896,xiiij,O,O
3897,nacht,O,O
3898,naer,O,O
3899,elken,O,O
3900,dach,O,O
3901,ende,O,O
3902,dese,O,O
3903,vors,O,O
3904,erfelike,O,O
3905,rente,O,O
3906,heeft,O,O
3907,lodewijc,B-PERS,B-PERS
3908,vors,O,O
3909,met,O,O
3910,voghde,O,O
3911,der,O,O
3912,vorseid,O,O
3913,joncfr,O,O
3914,grielen,B-PERS,B-PERS
3915,bewijst,O,O
3916,en,O,O
3917,beset,O,O
3918,te,O,O
3919,jnnene,O,O
3920,en,O,O
3921,te,O,O
3922,hebbene,O,O
3923,hare,O,O
3924,en,O,O
3925,haren,O,O
3926,oire,O,O
3927,en,O,O
3928,naercomers,O,O
3929,de,O,O
3930,x,B-MONEY,B-MONEY
3931,sc,I-MONEY,I-MONEY
3932,viij,I-MONEY,I-MONEY
3933,d,I-MONEY,I-MONEY
3934,paris,I-MONEY,I-MONEY
3935,siaers,O,O
3936,vp,O,O
3937,thuus,O,O
3938,en,O,O
3939,erue,O,O
3940,staende,O,O
3941,te,O,O
3942,pamele,B-LOC,B-LOC
3943,bachten,O,O
3944,den,O,O
3945,kerkoue,B-LOC,O
3946,jeghen,O,O
3947,dendelduere,O,B-PERS
3948,dat,O,O
3949,jan,B-PERS,B-PERS
3950,pampleurs,I-PERS,I-PERS
3951,was,O,O
3952,vallende,O,O
3953,telken,O,O
3954,kerssauonde,B-DATE,B-DATE
3955,de,O,O
3956,welke,O,O
3957,x,B-MONEY,B-MONEY
3958,sc,I-MONEY,I-MONEY
3959,viij,I-MONEY,I-MONEY
3960,d,I-MONEY,I-MONEY
3961,paris,I-MONEY,I-MONEY
3962,lodewijc,B-PERS,B-PERS
3963,vors,O,O
3964,in,O,O
3965,tiden,O,O
3966,vorleden,O,O
3967,cochte,O,O
3968,en,O,O
3969,wel,O,O
3970,betaelde,O,O
3971,jeghe,O,O
3972,fransoys,B-PERS,B-PERS
3973,crupeninghe,I-PERS,I-PERS
3974,en,O,O
3975,sine,O,O
3976,ghesellen,O,O
3977,als,O,O
3978,voghde,O,O
3979,van,O,O
3980,den,O,O
3981,weesen,O,O
3982,van,O,O
3983,audenarde,B-LOC,B-LOC
3984,in,O,O
3985,dien,O,O
3986,tijt,O,O
3987,en,O,O
3988,waren,O,O
3989,gillen,B-PERS,O
3990,van,I-PERS,O
3991,vse,I-PERS,O
3992,jans,B-PERS,B-PERS
3993,sone,I-PERS,O
3994,harer,O,O
3995,weese,O,O
3996,ghelijc,O,O
3997,dat,O,O
3998,de,O,O
3999,wettel,O,O
4000,cyrogr,O,O
4001,van,O,O
4002,dien,O,O
4003,coepe,O,O
4004,wel,O,O
4005,verclaert,O,O
4006,ende,O,O
4007,tsourplus,O,O
4008,van,O,O
4009,der,O,O
4010,vors,O,O
4011,rente,O,O
4012,heeft,O,O
4013,lodewijc,B-PERS,B-PERS
4014,vors,O,O
4015,bewijst,O,O
4016,en,O,O
4017,beset,O,O
4018,op,O,O
4019,beede,O,O
4020,sine,O,O
4021,huse,O,O
4022,ende,O,O
4023,eruen,O,O
4024,van,O,O
4025,voren,O,O
4026,tote,O,O
4027,bachten,O,O
4028,staende,O,O
4029,an,O,O
4030,den,O,O
4031,meynaert,B-LOC,O
4032,tusschen,O,O
4033,piets,B-PERS,B-PERS
4034,huus,O,O
4035,ende,O,O
4036,erue,O,O
4037,van,O,O
4038,coye,B-PERS,O
4039,an,O,O
4040,deen,O,O
4041,side,O,O
4042,en,O,O
4043,der,O,O
4044,waerden,O,O
4045,van,O,O
4046,der,O,O
4047,stede,O,O
4048,an,O,O
4049,de,O,O
4050,beuer,B-LOC,O
4051,porte,I-LOC,O
4052,an,O,O
4053,dandre,O,O
4054,ende,O,O
4055,van,O,O
4056,desen,O,O
4057,vj,B-MONEY,B-MONEY
4058,lb,I-MONEY,I-MONEY
4059,paris,I-MONEY,I-MONEY
4060,erfeliker,O,O
4061,renten,O,O
4062,siaers,O,O
4063,so,O,O
4064,heeft,O,O
4065,hem,O,O
4066,de,O,O
4067,vors,O,O
4068,lodewijc,B-PERS,B-PERS
4069,wel,O,O
4070,en,O,O
4071,wettelijc,O,O
4072,onduut,O,O
4073,ende,O,O
4074,onderft,O,O
4075,ende,O,O
4076,ghewuerpt,O,O
4077,en,O,O
4078,joncfr,O,O
4079,grielen,B-PERS,B-PERS
4080,vors,O,O
4081,wettelijc,O,O
4082,der,O,O
4083,toe,O,O
4084,ghedaen,O,O
4085,ende,O,O
4086,der,O,O
4087,in,O,O
4088,gheherft,O,O
4089,ende,O,O
4090,waerscep,O,O
4091,ghelooft,O,O
4092,jaer,O,O
4093,en,O,O
4094,dach,O,O
4095,al,O,O
4096,naer,O,O
4097,wet,O,O
4098,costume,O,O
4099,en,O,O
4100,vsage,O,O
4101,van,O,O
4102,d,O,O
4103,vriheden,O,O
4104,van,O,O
4105,audenarde,B-LOC,B-LOC
4106,ende,O,O
4107,hier,O,O
4108,vp,O,O
4109,hebben,O,O
4110,de,O,O
4111,vors,O,O
4112,joncfr,O,O
4113,griele,B-PERS,B-PERS
4114,ende,O,O
4115,boudin,B-PERS,B-PERS
4116,van,I-PERS,I-PERS
4117,wijchuus,I-PERS,I-PERS
4118,haer,O,O
4119,wettel,O,O
4120,man,O,O
4121,en,O,O
4122,vooght,O,O
4123,mit,O,O
4124,vogde,O,O
4125,ou,O,O
4126,heml,O,O
4127,en,O,O
4128,ou,O,O
4129,haer,O,O
4130,oir,O,O
4131,en,O,O
4132,naercomers,O,O
4133,quite,O,O
4134,ghescholden,O,O
4135,ende,O,O
4136,schelden,O,O
4137,quite,O,O
4138,den,O,O
4139,vors,O,O
4140,lodewicke,B-PERS,B-PERS
4141,sinen,O,O
4142,oire,O,O
4143,en,O,O
4144,naercomers,O,O
4145,van,O,O
4146,allen,O,O
4147,saken,O,O
4148,en,O,O
4149,heessche,O,O
4150,die,O,O
4151,zij,O,O
4152,den,O,O
4153,vors,O,O
4154,lodewijcke,B-PERS,B-PERS
4155,heesschen,O,O
4156,mochten,O,O
4157,toten,O,O
4158,daghe,O,O
4159,van,O,O
4160,heden,O,O
4161,van,O,O
4162,al,O,O
4163,tal,O,O
4164,niet,O,O
4165,vte,O,O
4166,gheleit,O,O
4167,jn,O,O
4168,kennessen,O,O
4169,der,O,O
4170,waerheden,O,O
4171,hebben,O,O
4172,wij,O,O
4173,meest,O,O
4174,jan,B-PERS,B-PERS
4175,van,I-PERS,I-PERS
4176,dmee,I-PERS,I-PERS
4177,willem,B-PERS,B-PERS
4178,cabelliou,I-PERS,I-PERS
4179,ende,O,O
4180,arend,B-PERS,B-PERS
4181,van,I-PERS,I-PERS
4182,maerke,I-PERS,I-PERS
4183,alse,O,O
4184,scepene,O,O
4185,jn,O,O
4186,audenarde,B-LOC,B-LOC
4187,dese,O,O
4188,pnte,O,O
4189,cyrogr,O,O
4190,gheseghelt,O,O
4191,elc,O,O
4192,onser,O,O
4193,met,O,O
4194,sinen,O,O
4195,segle,O,O
4196,vte,O,O
4197,hanghende,O,O
4198,die,O,O
4199,was,O,O
4200,ghedaen,O,O
4201,jnt,O,O
4202,jaer,O,O
4203,ons,O,O
4204,heen,O,O
4205,mccc,B-DATE,B-DATE
4206,xcviij,I-DATE,I-DATE
4207,den,I-DATE,I-DATE
4208,xvij,I-DATE,I-DATE
4209,sten,I-DATE,I-DATE
4210,dach,I-DATE,I-DATE
4211,in,I-DATE,I-DATE
4212,braecmaent,I-DATE,I-DATE
4213,die,O,O
4214,nu,O,O
4215,benijt,O,O
4216,wij,O,O
4217,manne,O,O
4218,mins,O,O
4219,hen,O,O
4220,van,O,O
4221,sottenghe,B-LOC,B-LOC
4222,gherart,B-PERS,B-PERS
4223,van,I-PERS,I-PERS
4224,bost,I-PERS,I-PERS
4225,gherart,B-PERS,B-PERS
4226,van,I-PERS,I-PERS
4227,den,I-PERS,I-PERS
4228,bghe,I-PERS,I-PERS
4229,ende,O,O
4230,gherart,B-PERS,B-PERS
4231,van,I-PERS,I-PERS
4232,reaghe,I-PERS,I-PERS
4233,maken,O,O
4234,cont,O,O
4235,ende,O,O
4236,kenleec,O,O
4237,allen,O,O
4238,den,O,O
4239,ghenen,O,O
4240,die,O,O
4241,dese,O,O
4242,lettren,O,O
4243,selen,O,O
4244,zien,O,O
4245,ofte,O,O
4246,hoeren,O,O
4247,lesen,O,O
4248,dat,O,O
4249,gillis,B-PERS,B-PERS
4250,van,I-PERS,I-PERS
4251,waesbghe,I-PERS,I-PERS
4252,heeft,O,O
4253,ghecocht,O,O
4254,wettelike,O,O
4255,ende,O,O
4256,redelike,O,O
4257,jeghen,O,O
4258,mire,O,O
4259,vrouwen,O,O
4260,vreinwiuen,O,O
4261,een,O,O
4262,leen,O,O
4263,dat,O,O
4264,soe,O,O
4265,houdende,O,O
4266,was,O,O
4267,van,O,O
4268,minen,O,O
4269,he,O,O
4270,van,O,O
4271,sottenghe,B-LOC,B-LOC
4272,in,O,O
4273,al,O,O
4274,den,O,O
4275,ghelaghe,O,O
4276,dat,O,O
4277,gheleghen,O,O
4278,es,O,O
4279,in,O,O
4280,euenen,O,O
4281,ende,O,O
4282,in,O,O
4283,ghelde,O,O
4284,in,O,O
4285,de,O,O
4286,pchie,O,O
4287,van,O,O
4288,velseke,B-LOC,B-LOC
4289,ende,O,O
4290,te,O,O
4291,desen,O,O
4292,vornoemden,O,O
4293,leene,O,O
4294,es,O,O
4295,de,O,O
4296,voerseide,O,O
4297,gillis,B-PERS,B-PERS
4298,comen,O,I-PERS
4299,wel,O,O
4300,ende,O,O
4301,wettelike,O,O
4302,bi,O,O
4303,manigghen,O,O
4304,van,O,O
4305,den,O,O
4306,he,O,O
4307,ende,O,O
4308,bi,O,O
4309,wiesdoeme,O,O
4310,van,O,O
4311,den,O,O
4312,manne,O,O
4313,ende,O,O
4314,bi,O,O
4315,wille,O,O
4316,ende,O,O
4317,bi,O,O
4318,consente,O,O
4319,van,O,O
4320,den,O,O
4321,wetteghen,O,O
4322,oir,O,O
4323,ende,O,O
4324,heeft,O,O
4325,er,O,O
4326,af,O,O
4327,ghedaen,O,O
4328,al,O,O
4329,dat,O,O
4330,hi,O,O
4331,sculdech,O,O
4332,was,O,O
4333,te,O,O
4334,doene,O,O
4335,den,O,O
4336,he,O,O
4337,en,O,O
4338,der,O,O
4339,wet,O,O
4340,ende,O,O
4341,dese,O,O
4342,voerseide,O,O
4343,manne,O,O
4344,gherart,B-PERS,B-PERS
4345,van,I-PERS,I-PERS
4346,boft,I-PERS,I-PERS
4347,gherart,B-PERS,B-PERS
4348,vanden,I-PERS,I-PERS
4349,berghe,I-PERS,I-PERS
4350,ende,O,O
4351,gher,B-PERS,B-PERS
4352,van,I-PERS,I-PERS
4353,reaghe,I-PERS,I-PERS
4354,hebbent,O,O
4355,voert,O,O
4356,kenleec,O,O
4357,ghemaect,O,O
4358,bi,O,O
4359,manigghe,O,O
4360,van,O,O
4361,den,O,O
4362,he,O,O
4363,ende,O,O
4364,bi,O,O
4365,wiesdoeme,O,O
4366,van,O,O
4367,den,O,O
4368,manne,O,O
4369,mijns,O,O
4370,hen,O,O
4371,andren,O,O
4372,mannen,O,O
4373,van,O,O
4374,sottenghe,B-LOC,B-LOC
4375,woutre,B-PERS,B-PERS
4376,vanden,I-PERS,I-PERS
4377,bghe,I-PERS,I-PERS
4378,janne,B-PERS,B-PERS
4379,vander,I-PERS,I-PERS
4380,hoeuen,I-PERS,I-PERS
4381,janne,B-PERS,B-PERS
4382,roesbeken,I-PERS,I-PERS
4383,ende,O,O
4384,janne,B-PERS,B-PERS
4385,den,I-PERS,I-PERS
4386,groeten,I-PERS,I-PERS
4387,ende,O,O
4388,ome,O,O
4389,dat,O,O
4390,dit,O,O
4391,vornoemde,O,O
4392,leen,O,O
4393,sal,O,O
4394,bliuen,O,O
4395,den,O,O
4396,voerseiden,O,O
4397,gillise,B-PERS,B-PERS
4398,gheliec,O,O
4399,datt,O,O
4400,vore,O,O
4401,ghesproken,O,O
4402,es,O,O
4403,goet,O,O
4404,vast,O,O
4405,en,O,O
4406,ghestade,O,O
4407,ende,O,O
4408,wel,O,O
4409,ghehouden,O,O
4410,teuweliken,O,O
4411,daghen,O,O
4412,hebbe,O,O
4413,wij,O,O
4414,manne,O,O
4415,vore,O,O
4416,ghenoemt,O,O
4417,mins,O,O
4418,hen,O,O
4419,van,O,O
4420,sottenghe,B-LOC,B-LOC
4421,gher,B-PERS,O
4422,van,I-PERS,O
4423,bost,I-PERS,O
4424,gher,B-PERS,B-PERS
4425,vanden,I-PERS,I-PERS
4426,berghe,I-PERS,I-PERS
4427,gher,B-PERS,B-PERS
4428,van,I-PERS,I-PERS
4429,reaghe,I-PERS,I-PERS
4430,woutre,B-PERS,B-PERS
4431,vande,I-PERS,I-PERS
4432,berghe,I-PERS,I-PERS
4433,jan,B-PERS,B-PERS
4434,vand,I-PERS,I-PERS
4435,hoeuen,I-PERS,I-PERS
4436,jan,B-PERS,B-PERS
4437,roesbeke,I-PERS,I-PERS
4438,ende,O,O
4439,jan,B-PERS,B-PERS
4440,de,I-PERS,I-PERS
4441,groete,I-PERS,I-PERS
4442,dese,O,O
4443,lettren,O,O
4444,gheseghelt,O,O
4445,met,O,O
4446,onsen,O,O
4447,ppre,O,O
4448,seghelen,O,O
4449,jn,O,O
4450,kenlecheden,O,O
4451,van,O,O
4452,waerheden,O,O
4453,dese,O,O
4454,kenleechede,O,O
4455,was,O,O
4456,ghedaen,O,O
4457,ende,O,O
4458,dese,O,O
4459,lettren,O,O
4460,waren,O,O
4461,ghemaect,O,O
4462,ende,O,O
4463,ghegheuen,O,O
4464,int,O,O
4465,jaer,O,O
4466,ons,O,O
4467,hen,O,O
4468,alse,O,O
4469,men,O,O
4470,screef,O,O
4471,dusentech,B-DATE,B-DATE
4472,drije,I-DATE,I-DATE
4473,hondert,I-DATE,I-DATE
4474,ende,I-DATE,I-DATE
4475,twintech,I-DATE,I-DATE
4476,jaer,I-DATE,I-DATE
4477,jn,I-DATE,I-DATE
4478,de,I-DATE,I-DATE
4479,maent,I-DATE,I-DATE
4480,die,I-DATE,I-DATE
4481,men,I-DATE,I-DATE
4482,heet,I-DATE,I-DATE
4483,maerte,I-DATE,B-DATE
4484,jn,O,O
4485,helsengh,B-LOC,O
4486,cochte,O,O
4487,der,O,O
4488,jacob,B-PERS,B-PERS
4489,va,I-PERS,I-PERS
4490,den,I-PERS,I-PERS
4491,putthe,I-PERS,I-PERS
4492,ieghe,O,O
4493,gillis,B-PERS,B-PERS
4494,hoir,O,O
4495,va,B-PERS,O
4496,heilbrouc,I-PERS,B-LOC
4497,achtien,B-MONEY,B-MONEY
4498,scellinghe,I-MONEY,I-MONEY
4499,e,O,O
4500,ij,O,O
4501,capoene,O,O
4502,erfleke,O,O
4503,siars,O,O
4504,bewijst,O,O
4505,op,O,O
4506,12,O,O
4507,bure,O,O
4508,lants,O,O
4509,lettel,O,O
4510,meer,O,O
4511,oft,O,O
4512,min,O,O
4513,e,O,O
4514,was,O,O
4515,wilen,O,O
4516,ene,O,O
4517,hofstat,O,O
4518,ligghende,O,O
4519,an,O,O
4520,euerards,B-LOC,B-PERS
4521,broukelkin,O,I-PERS
4522,an,O,O
4523,de,O,O
4524,west,O,O
4525,zide,O,O
4526,e,O,O
4527,hout,O,O
4528,ment,O,O
4529,van,O,O
4530,arnoude,B-PERS,B-PERS
4531,va,I-PERS,I-PERS
4532,den,I-PERS,I-PERS
4533,dorne,I-PERS,I-PERS
4534,e,O,O
4535,ghelt,O,O
4536,me,O,O
4537,t,O,O
4538,he,O,O
4539,af,O,O
4540,v,B-MONEY,O
4541,d,I-MONEY,O
4542,siaers,O,O
4543,va,O,O
4544,rente,O,O
4545,e,O,O
4546,xij,B-MONEY,B-MONEY
4547,d,I-MONEY,I-MONEY
4548,s,O,I-MONEY
4549,iaers,O,B-PERS
4550,va,O,I-PERS
4551,opwonste,O,I-PERS
4552,van,O,O
4553,den,O,O
4554,welken,O,O
4555,vorseide,O,O
4556,xviij,B-MONEY,B-MONEY
4557,sc,I-MONEY,I-MONEY
4558,par,I-MONEY,I-MONEY
4559,et,O,O
4560,ij,O,O
4561,cap,O,O
4562,siars,O,O
4563,de,O,O
4564,vornode,O,O
4565,her,O,O
4566,jacob,B-PERS,B-PERS
4567,gaf,O,I-PERS
4568,erfleke,O,I-PERS
4569,onsleden,O,O
4570,viij,B-MONEY,B-MONEY
4571,sc,I-MONEY,I-MONEY
4572,par,I-MONEY,I-MONEY
4573,e,O,O
4574,de,O,O
4575,ij,O,O
4576,cap,O,O
4577,siaers,O,O
4578,eweleke,O,O
4579,te,O,O
4580,gheldene,O,O
4581,telken,O,O
4582,kers,B-DATE,B-DATE
4583,om,O,O
4584,siin,O,O
4585,jaerghetede,O,O
4586,te,O,O
4587,doene,O,O
4588,e,O,O
4589,dandere,O,O
4590,x,B-MONEY,B-MONEY
4591,sc,I-MONEY,I-MONEY
4592,par,I-MONEY,I-MONEY
4593,siar,O,O
4594,gaf,O,O
4595,de,O,O
4596,vors,O,O
4597,her,O,O
4598,iacob,B-PERS,O
4599,den,O,O
4600,arme,O,O
4601,e,O,O
4602,der,O,O
4603,kerk,O,B-PERS
4604,van,O,I-PERS
4605,auden,B-LOC,I-PERS
4606,jn,O,O
4607,jaer,O,O
4608,m,B-DATE,B-DATE
4609,ccc,I-DATE,I-DATE
4610,xxxiij,I-DATE,I-DATE
4611,te,I-DATE,I-DATE
4612,paschen,I-DATE,I-DATE
4613,dat,O,O
4614,moeten,O,O
4615,weten,O,O
4616,alle,O,O
4617,die,O,O
4618,zijn,O,O
4619,ende,O,O
4620,selen,O,O
4621,zijn,O,O
4622,dat,O,O
4623,jonfrouwe,O,O
4624,ysabeel,B-PERS,O
4625,van,I-PERS,O
4626,den,I-PERS,O
4627,hueueruws,I-PERS,O
4628,brochgraefhinne,O,O
4629,van,O,O
4630,aelst,B-PERS,O
4631,heeft,O,O
4632,verkent,O,O
4633,alse,O,O
4634,van,O,O
4635,goeder,O,O
4636,scult,O,O
4637,mire,O,O
4638,vrouwen,O,O
4639,der,O,O
4640,prieusen,O,O
4641,harre,O,O
4642,zuster,O,O
4643,jonfrouwe,O,O
4644,katelinen,B-PERS,B-PERS
4645,van,I-PERS,I-PERS
4646,den,I-PERS,I-PERS
4647,hueueruws,I-PERS,I-PERS
4648,harre,O,O
4649,zuster,O,O
4650,broeder,O,O
4651,goessine,B-PERS,B-PERS
4652,barnagen,I-PERS,I-PERS
4653,den,O,O
4654,her,O,O
4655,jane,B-PERS,B-PERS
4656,den,I-PERS,I-PERS
4657,tolneere,I-PERS,I-PERS
4658,pchipape,O,O
4659,van,O,O
4660,vse,B-LOC,O
4661,den,O,O
4662,her,O,O
4663,willemme,B-PERS,B-PERS
4664,dauid,I-PERS,I-PERS
4665,pchipape,O,O
4666,van,O,O
4667,lede,B-LOC,O
4668,heinricke,B-PERS,B-PERS
4669,van,I-PERS,I-PERS
4670,landighem,I-PERS,I-PERS
4671,haren,O,O
4672,neve,O,O
4673,philips,B-PERS,O
4674,sansen,I-PERS,O
4675,en,O,O
4676,oliuiere,B-PERS,B-PERS
4677,van,I-PERS,I-PERS
4678,der,I-PERS,I-PERS
4679,courben,I-PERS,I-PERS
4680,den,O,O
4681,jongghen,O,O
4682,en,O,O
4683,elken,O,O
4684,ouer,O,O
4685,al,O,O
4686,iiijxx,B-MONEY,B-MONEY
4687,lb,I-MONEY,I-MONEY
4688,groeter,I-MONEY,I-MONEY
4689,torn,I-MONEY,I-MONEY
4690,eenen,B-MONEY,I-MONEY
4691,groeten,I-MONEY,I-MONEY
4692,torn,I-MONEY,I-MONEY
4693,ouer,O,O
4694,eenen,B-MONEY,O
4695,penninc,I-MONEY,O
4696,ofte,O,O
4697,mute,O,O
4698,naer,O,O
4699,de,O,O
4700,weerde,O,O
4701,ome,O,O
4702,arnoud,B-PERS,B-PERS
4703,barnages,I-PERS,I-PERS
4704,testament,O,O
4705,en,O,O
4706,haers,O,O
4707,selfs,O,O
4708,testament,O,O
4709,mede,O,O
4710,te,O,O
4711,vuldoenne,O,B-LOC
4712,ghelijc,O,O
4713,dat,O,O
4714,de,O,O
4715,testamente,O,O
4716,in,O,O
4717,handen,O,O
4718,ende,O,O
4719,dese,O,O
4720,vorseide,O,O
4721,iiijxx,B-MONEY,B-MONEY
4722,lb,I-MONEY,I-MONEY
4723,groet,I-MONEY,I-MONEY
4724,torn,I-MONEY,I-MONEY
4725,so,O,O
4726,heeft,O,O
4727,jonfrouwe,O,O
4728,ysabeel,B-PERS,O
4729,vorseit,O,O
4730,bewijst,O,O
4731,met,O,O
4732,voegde,O,O
4733,te,O,O
4734,hebbenne,O,O
4735,ende,O,O
4736,te,O,O
4737,heffenne,O,O
4738,den,O,O
4739,vorseiden,O,O
4740,psonen,O,O
4741,ofte,O,O
4742,den,O,O
4743,tween,O,O
4744,ofte,O,O
4745,den,O,O
4746,drien,O,O
4747,van,O,O
4748,hemlieden,O,O
4749,die,O,O
4750,dese,O,O
4751,cyrographie,O,O
4752,te,O,O
4753,hemwaert,O,O
4754,hebben,O,O
4755,sullen,O,O
4756,te,O,O
4757,haerlieder,O,O
4758,wille,O,O
4759,op,O,O
4760,al,O,O
4761,tgoet,O,O
4762,dat,O,O
4763,soe,O,O
4764,heeft,O,O
4765,ende,O,O
4766,hebben,O,O
4767,mach,O,O
4768,beede,O,O
4769,erue,O,O
4770,cateilen,O,O
4771,chens,O,O
4772,lant,O,O
4773,ende,O,O
4774,eyghin,O,O
4775,en,O,O
4776,iii,O,O
4777,s,O,O
4778,wat,O,O
4779,manieren,O,O
4780,van,O,O
4781,goede,O,O
4782,dat,O,O
4783,es,O,O
4784,ende,O,O
4785,so,O,O
4786,waer,O,O
4787,dat,O,O
